HD 85390 b,09h50m02.50s,-49d47m25.0s,33.56,0.04,799.52,2.41,0.099,0.01,,,17,0
HD 85512 b,09h51m07.05s,-43d30m10.0s,11.28,0.01,58.43,0.13,0.01,0,,,17,0
HD 8574 b,01h25m12.52s,+28d34m00.1s,44.88,0.09,227,0.2,2.03,0.14,,,11,0
HD 86081 b,09h56m05.92s,-03d48m30.3s,104.24,0.55,2.1378431,0.0000031,1.48,0.23,,,3,0
HD 86226 b,09h56m29.85s,-24d05m57.8s,45.74,0.1,1695,58,0.92,0.1,,,31,0
HD 86264 b,09h56m57.84s,-15d53m42.4s,67.94,0.27,1475,55,7,1.6,,,6,0
HD 8673 b,01h26m08.78s,+34d34m46.9s,37.9,0.05,1634,17,14.2,1.6,,,1,0
HD 86950 b,10h01m37.61s,-17d19m58.9s,211.1,1.95,1270,57,3.6,0.7,,,4,0
HD 87646 b,10h06m40.77s,+17d53m42.4s,135.17,14.24,13.481,0.001,12.4,0.7,,,34,0
HD 87883 b,10h08m43.14s,+34d14m32.1s,18.3,0.01,2754,87,1.54,0.26,,,6,0
HD 88133 b,10h10m07.68s,+18d11m12.7s,73.77,0.3,3.414884,0.00003,0.2845,0.0063,,,3,0
HD 89307 b,10h18m21.29s,+12d37m16.0s,32.04,0.05,2166,38,2.11,0.21,,,6,0
HD 89345 b,10h18m41.06s,+10d07m44.5s,132.85,0.8,11.8143,0.0002,0.11,0.017,0.66,0.028,16,3
HD 89744 b,10h22m10.56s,+41d13m46.3s,38.68,0.11,256.78,0.02,8.35,0.18,,,33,0
HD 90156 b,10h23m55.28s,-29d38m43.9s,21.96,0.02,49.77,0.07,0.057,0.005,,,17,0
HD 9174 b,01h30m01.00s,-19d36m16.2s,81.68,0.3,1179,34,1.11,0.14,,,4,0
HD 92788 b,10h42m48.53s,-02d11m01.5s,34.69,0.06,325.803,0.036525,3.76,0.16,,,4,0
HD 92788 c,10h42m48.53s,-02d11m01.5s,34.69,0.06,11611.2975,5055.06,3.67,0.3,,,17,0
HD 92987 b,10h43m36.27s,-39d03m30.3s,43.59,0.07,10354.8375,551.5275,16.88,0.69,,,17,0
HD 93083 b,10h44m20.91s,-33d34m37.3s,28.54,0.04,143.58,0.6,0.37,,,,17,0
HD 9446 b,01h33m20.18s,+29d15m54.5s,50.42,0.35,30.052,0.027,0.7,0.06,,,11,0
HD 9446 c,01h33m20.18s,+29d15m54.5s,50.42,0.35,192.9,0.9,1.82,0.17,,,11,0
HD 94834 b,10h57m15.11s,+24d08m34.0s,98.43,0.64,1576,76,1.26,0.17,,,3,0
HD 95086 b,10h57m03.02s,-68d40m02.4s,86.44,0.24,,,5,2,,,9,1
HD 95089 b,10h58m47.74s,+01d43m45.2s,137.46,1.95,464.4,3.8,1.26,0.085,,,3,0
HD 95089 c,10h58m47.74s,+01d43m45.2s,137.46,1.95,1785,32,3.45,0.14,,,3,0
HD 95127 b,10h59m35.09s,+43d48m52.1s,689.75,45.77,482,5,10.63,8.06,,,12,0
HD 95872 b,11h03m28.11s,-22d05m38.3s,72.37,0.18,4375,170,3.74,0.93,,,19,0
HD 96063 b,11h04m44.45s,-02d30m47.6s,140.62,1.33,362.5,2.2,1.27,0.27,,,3,0
HD 96127 b,11h05m45.95s,+44d18m05.6s,597.42,26.09,647.29999,17,20.96,12.99,,,12,0
HD 96167 b,11h05m15.07s,-10d17m28.7s,85.51,0.41,498.04,0.76,0.717,0.04,,,3,0
HD 97048 b,11h08m03.32s,-77d39m17.5s,184.83,1.33,,,2.5,0.5,,,35,5
HD 97658 b,11h14m33.16s,+25d42m37.4s,21.58,0.03,9.4909,0.0016,0.03,0,0.21,0.01,3,0
HD 98219 b,11h17m47.55s,-23d58m31.5s,114.07,0.58,433.8,2,1.964,0.099,,,3,0
HD 98649 b,11h20m51.77s,-23d13m02.4s,42.22,0.09,6022.9725,412.7325,6.79,0.53,,,17,0
HD 98736 b,11h21m49.34s,+18d11m24.0s,32.48,0.06,968.8,2.2,2.33,0.78,,,3,0
HD 99109 b,11h24m17.36s,-01d31m44.7s,54.88,0.17,439.29999,5.6,0.44,0.08,,,3,0
HD 99492 b,11h26m46.28s,+03d00m22.8s,18.21,0.06,17.0431,0.0047,0.07,0.05,,,3,0
HD 99706 b,11h28m30.21s,+43d57m59.7s,147.21,1.12,841,32,1.23,0.19,,,3,0
HD 99706 c,11h28m30.21s,+43d57m59.7s,147.21,1.12,1278,151,5.69,1.43,,,3,0
HIP 105854 b,21h26m22.87s,-37d49m45.9s,78.8,0.74,184.2,0.5,8.2,0.2,,,4,0
HIP 107773 b,21h50m00.12s,-64d42m45.1s,105.49,0.81,144.3,0.5,1.98,0.21,,,4,0
HIP 109384 b,22h09m37.40s,+71d18m51.6s,59.06,0.12,499.48,0.32,1.56,0.08,,,11,0
HIP 109600 b,22h12m06.25s,+29d03m56.9s,66.46,0.19,232.08,0.15,2.68,0.12,,,11,0
HIP 116454 b,23h35m49.28s,+00d26m43.9s,62.56,0.18,9.1205,0.0005,0.04,0.01,0.22,0.01,16,3
HIP 12961 b,02h46m42.89s,-23d05m11.8s,23.39,0.02,57.435,0.042,0.36,0.07,,,17,0
HIP 14810 b,03h11m14.23s,+21d05m50.5s,50.55,0.11,6.673892,0.000008,3.9,0.49,,,3,0
HIP 14810 c,03h11m14.23s,+21d05m50.5s,50.55,0.11,147.747,0.029,1.31,0.18,,,3,0
HIP 14810 d,03h11m14.23s,+21d05m50.5s,50.55,0.11,981.8,6.9,0.59,0.1,,,3,0
HIP 35173 b,07h16m10.68s,-03d39m57.3s,33.19,0.06,41.516,0.077,0.03996,0.0085,,,31,0
HIP 41378 b,08h26m27.85s,+10d04m49.4s,106.61,0.67,15.572098,0.000018,,,,,16,3
HIP 41378 c,08h26m27.85s,+10d04m49.4s,106.61,0.67,31.70648,0.00024,,,,,16,3
HIP 41378 d,08h26m27.85s,+10d04m49.4s,106.61,0.67,1114,,,,,,16,3
HIP 41378 e,08h26m27.85s,+10d04m49.4s,106.61,0.67,,,,,,,16,3
HIP 41378 f,08h26m27.85s,+10d04m49.4s,106.61,0.67,1084,,,,,,16,3
HIP 5158 b,01h06m02.05s,-22d27m11.4s,51.68,0.1,345.72,5.37,1.42,,,,17,0
HIP 5158 c,01h06m02.05s,-22d27m11.4s,51.68,0.1,9017.76,3180.74,15.04,10.55,,,17,0
HIP 54373 b,11h07m27.70s,-19d17m29.4s,18.73,0.02,7.76,0.003,0.02712,0.00579,,,31,0
HIP 54373 c,11h07m27.70s,-19d17m29.4s,18.73,0.02,15.144,0.008,0.03914,0.00664,,,31,0
HIP 57274 b,11h44m40.96s,+30d57m33.5s,25.88,0.03,8.1352,0.004,0.02,0.01,,,3,0
HIP 57274 c,11h44m40.96s,+30d57m33.5s,25.88,0.03,32.03,0.02,0.40902,0.00944,,,3,0
HIP 57274 d,11h44m40.96s,+30d57m33.5s,25.88,0.03,431.7,8.5,0.5267,0.03,,,3,0
HIP 63242 b,12h57m31.96s,-65d38m47.3s,157.16,0.7,124.6,,9.18,,,,4,0
HIP 65407 b,13h24m21.04s,+48d53m06.3s,61.89,0.11,28.125,0.019,0.428,0.032,,,11,0
HIP 65407 c,13h24m21.04s,+48d53m06.3s,61.89,0.11,67.3,0.08,0.784,0.054,,,11,0
HIP 65426 b,13h24m36.10s,-51d30m16.1s,109.21,0.75,,,9,3,1.5,0.1,9,1
HIP 65891 b,13h30m25.27s,-58d39m51.7s,150.95,0.65,1084.5,23.2,6,0.49,,,4,0
HIP 67537 b,13h50m19.40s,-39d54m03.1s,116.43,0.65,2556.5,99.2,11.1,0.4,,,4,0
HIP 67851 b,13h53m52.06s,-35d18m51.7s,64.24,0.17,88.9,0.1,1.38,0.15,,,4,0
HIP 67851 c,13h53m52.06s,-35d18m51.7s,64.24,0.17,2131.8,88.3,5.98,0.76,,,4,0
HIP 70849 b,14h29m18.56s,-46d27m49.7s,24.07,0.02,17337.5,15512.5,9,6,,,17,0
HIP 71135 b,14h32m52.22s,-52d38m46.6s,32.36,0.05,87.19,0.381,0.05915,0.0129,,,31,0
HIP 74890 b,15h18m17.33s,-41d25m14.1s,78.83,0.26,822.3,16.8,2.4,0.3,,,4,0
HIP 78530 b,16h01m55.46s,-21d58m49.4s,,,,,23,1,,,5,1
HIP 79098 AB b,16h08m43.72s,-23d41m07.5s,146.33,2.52,,,20.5,4.5,,,9,1
HIP 79431 b,16h12m41.77s,-18d52m31.8s,14.54,0.03,111.7,0.7,2.1,,,,3,0
HIP 8541 b,01h50m06.33s,-54d27m53.9s,155.82,0.64,1560.2,53.9,5.5,1,,,4,0
HIP 91258 b,18h36m53.15s,+61d42m09.0s,45.95,0.07,5.0505,0.0015,1.09,0.21,,,11,0
HIP 97233 b,19h45m41.27s,-00d41m47.9s,102.58,0.41,1058.8,6.7,20,0.4,,,4,0
HN Peg b,21h44m31.33s,+14d46m19.0s,18.13,0.02,,,21.9987,9.42803,1.051,0.136,23,1
HR 2562 b,06h50m01.01s,-60d14m56.9s,34.04,0.05,,,30,15,1.11,0.11,5,1
HR 5183 b,13h46m57.12s,+06d21m01.4s,31.49,0.04,27000,16000,3.23,0.15,,,4,0
HR 810 b,02h42m33.47s,-50d48m01.1s,17.33,0.02,302.79999,2.3,2.27,0.25,,,17,0
HR 858 b,02h51m56.25s,-30d48m52.3s,31.99,0.07,3.58599,0.00015,,,0.186,0.006,22,3
HR 858 c,02h51m56.25s,-30d48m52.3s,31.99,0.07,5.97293,0.0006,,,0.173,0.006,22,3
HR 858 d,02h51m56.25s,-30d48m52.3s,31.99,0.07,11.23,0.0011,,,0.193,0.008,22,3
HR 8799 b,23h07m28.72s,+21d08m03.3s,41.29,0.15,170000,,7,4,1.2,0.1,5,1
HR 8799 c,23h07m28.72s,+21d08m03.3s,41.29,0.15,69000,,10,3,1.2,0.1,5,1
HR 8799 d,23h07m28.72s,+21d08m03.3s,41.29,0.15,37000,,10,3,1.2,0.1,3,1
HR 8799 e,23h07m28.72s,+21d08m03.3s,41.29,0.15,,,10,7,1.17,0.13,3,1
HU Aqr AB b,21h07m58.19s,-05d17m40.5s,192.2,2.33,2390,4,5.9,0.6,,,21,2
HU Aqr AB c,21h07m58.19s,-05d17m40.5s,192.2,2.33,4368,515,4.5,0.5,,,21,2
HW Vir b,12h44m20.24s,-08d40m16.8s,172.5,2.53,4640,70,14.48228,1.01275,,,12,2
IC 4651 9122 b,17h24m50.07s,-49d56m56.1s,879.38,33.18,734,8.1,6.3,0.5,,,17,0
K2-100 b,08h38m24.30s,+20d06m21.8s,189.95,2.45,1.673833,0.000049,,,0.32,0.012,16,3
K2-101 b,08h41m22.58s,+18d56m01.9s,189.33,2.11,14.677286,0.000828,,,0.178,0.009,16,3
K2-102 b,08h40m13.45s,+19d46m43.7s,189.17,2.05,9.915615,0.001209,,,0.116,0.009,16,3
K2-104 b,08h38m32.82s,+19d46m25.8s,190.21,3.92,1.974238,0.00011,,,0.175,0.013,16,3
K2-105 b,08h21m40.87s,+13d29m51.1s,199.11,1.55,8.267704,0.00035,,,0.301,0.011,16,3
K2-107 b,18h59m56.49s,-22d17m36.2s,698.11,20.51,3.313959,0.000024,,,1.426,0.049,16,3
K2-108 b,08h13m31.65s,+16d25m10.6s,483.8,10.08,4.733999,0.000221,,,0.476,0.019,16,3
K2-10 b,11h28m29.27s,+01d41m26.3s,274.48,3.1,19.3044,0.0012,0.08495,0.05349,0.343,0.031,16,3
K2-110 b,13h49m23.89s,-12d17m04.2s,116.87,0.43,13.86387,0.000325,,,0.228,0.006,16,3
K2-111 b,03h59m33.54s,+21d17m55.3s,201.51,2.74,5.35117,0.00055,0.02706,0.01227,0.17,0.018,16,3
K2-113 b,01h17m47.83s,+06d52m08.0s,647.61,13.83,5.817685,0.000041,,,1.083,0.031,16,3
K2-114 b,08h31m31.91s,+11d55m20.2s,482.29,8.28,11.391013,0.000224,,,0.952,0.032,16,3
K2-115 b,08h26m12.83s,+12d16m55.0s,418.57,4.34,20.272615,0.000356,,,1.076,0.02,16,3
K2-116 b,22h24m36.39s,-11d34m43.3s,49.46,0.12,4.655411,0.000486,,,0.062,0.004,16,3
K2-117 b,08h55m25.36s,+10d28m08.9s,101.93,0.37,1.2916,0.000049,,,0.181,0.009,16,3
K2-117 c,08h55m25.36s,+10d28m08.9s,101.93,0.37,5.444017,0.000462,,,0.184,0.011,16,3
K2-118 b,08h48m30.45s,+15d39m21.5s,324.7,3.8,50.92092,0.005584,,,0.227,0.021,16,3
K2-119 b,08h48m02.34s,+16d54m06.7s,369.44,4.38,7.727283,0.001268,,,0.226,0.018,16,3
K2-11 b,11h16m10.08s,+01d59m12.6s,332.46,2.69,39.93767,0.23229,,,0.674,0.832,16,3
K2-120 b,08h48m34.32s,+17d11m26.5s,289.54,2.33,9.562742,0.000675,,,0.179,0.012,16,3
K2-121 b,08h27m44.81s,+17d34m45.8s,170.22,1.06,5.185761,0.000029,,,0.669,0.012,16,3
K2-122 b,08h25m54.31s,+20d21m34.5s,72.19,0.25,2.219282,0.000128,,,0.108,0.007,16,3
K2-123 b,08h57m46.60s,+21d27m12.7s,162.31,0.65,30.951524,0.003625,,,0.246,0.014,16,3
K2-124 b,08h54m33.89s,+23d07m58.4s,140.94,1.31,6.413651,0.000036,,,0.259,0.009,16,3
K2-125 b,13h36m34.11s,-14d56m51.4s,124.6,0.83,21.750264,0.00199,,,0.194,0.017,16,3
K2-126 b,13h34m11.17s,-13d34m36.9s,103.25,0.77,7.385655,0.000501,,,0.176,0.011,16,3
K2-127 b,13h48m18.81s,-11d35m20.3s,724.35,20.62,3.588163,0.000028,,,0.747,0.029,16,3
K2-128 b,13h37m45.04s,-08d35m49.4s,115.01,0.92,5.675819,0.000411,,,0.127,0.014,16,3
K2-129 b,19h16m35.60s,-25d38m41.9s,27.82,0.07,8.239493,0.000292,,,0.093,0.009,16,3
K2-12 b,11h32m46.09s,+02d14m41.6s,329.36,6.23,8.28212,0.0006,,,0.208,0.052,16,3
K2-130 b,19h21m04.86s,-19d41m26.9s,118.41,0.52,2.49412,0.000132,,,0.112,0.018,16,3
K2-131 b,12h11m00.37s,-09d45m54.8s,153.17,1.07,0.36931,0.00001,,,0.152,0.008,16,3
K2-132 b,12h08m39.94s,-08d44m49.8s,620.41,17.92,9.1751,0.0023,0.49,0.06,1.3,0.07,16,3
K2-133 b,04h40m35.66s,+25d00m36.0s,75.33,0.2,3.07133,0.00011,,,0.12,0.007,16,3
K2-133 c,04h40m35.66s,+25d00m36.0s,75.33,0.2,4.86784,0.00012,,,0.143,0.008,16,3
K2-133 d,04h40m35.66s,+25d00m36.0s,75.33,0.2,11.02454,0.00036,,,0.179,0.01,16,3
K2-133 e,04h40m35.66s,+25d00m36.0s,75.33,0.2,26.5841,0.0018,,,0.154,0.012,16,3
K2-136 b,04h29m38.99s,+22d52m57.8s,59.35,0.19,7.975292,0.000833,,,0.088,0.005,16,3
K2-136 c,04h29m38.99s,+22d52m57.8s,59.35,0.19,17.307137,0.000252,,,0.26,0.01,16,3
K2-136 d,04h29m38.99s,+22d52m57.8s,59.35,0.19,25.575065,0.002418,,,0.129,0.01,16,3
K2-137 b,12h27m28.97s,-06d11m42.8s,99.15,0.61,0.179715,0.000001,0.5,,0.079,0.008,16,3
K2-138 b,23h15m47.77s,-10d50m58.9s,203.75,2.02,2.35322,0.00036,,,0.14,0.025,16,3
K2-138 c,23h15m47.77s,-10d50m58.9s,203.75,2.02,3.55987,0.00023,,,0.225,0.03,16,3
K2-138 d,23h15m47.77s,-10d50m58.9s,203.75,2.02,5.40478,0.00048,,,0.237,0.035,16,3
K2-138 e,23h15m47.77s,-10d50m58.9s,203.75,2.02,8.26144,0.00045,,,0.294,0.031,16,3
K2-138 f,23h15m47.77s,-10d50m58.9s,203.75,2.02,12.75759,0.00092,,,0.251,0.032,16,3
K2-139 b,19h16m15.97s,-17d54m38.5s,154.54,0.93,28.380619,0.000551,,,0.813,0.015,16,3
K2-13 b,11h20m37.33s,+02d30m09.7s,345.76,4.43,39.91488,0.32477,,,0.169,0.085,16,3
K2-140 b,12h32m32.96s,-09d36m27.5s,351.21,8.19,6.56918,0.00004,,,1.093,0.015,16,3
K2-141 b,23h23m39.97s,-01d11m21.4s,61.98,0.17,0.2803244,0.0000015,0.01598,0.00129,0.135,0.004,16,3
K2-141 c,23h23m39.97s,-01d11m21.4s,61.98,0.17,7.7485,0.00022,0.02328,,0.624,0.41,16,3
K2-146 b,08h40m06.43s,+19d05m34.4s,79.48,0.47,2.6446,0.00006,0.01816,0.00024,0.183,0.005,16,3
K2-146 c,08h40m06.43s,+19d05m34.4s,79.48,0.47,4.00498,0.00011,0.02358,0.00031,0.195,0.006,16,3
K2-147 b,19h35m19.97s,-28d29m52.2s,90.79,0.28,0.961917,0.000026,,,0.123,0.015,16,3
K2-148 b,00h58m04.28s,-00d11m35.4s,124.9,0.62,4.38395,0.0008,,,0.119,0.017,16,3
K2-148 c,00h58m04.28s,-00d11m35.4s,124.9,0.62,6.9226,0.0007,,,0.154,0.021,16,3
K2-148 d,00h58m04.28s,-00d11m35.4s,124.9,0.62,9.7579,0.001,,,0.146,0.021,16,3
K2-149 b,00h39m17.26s,+07d16m37.6s,124.12,0.54,11.332,0.0013,,,0.146,0.018,16,3
K2-14 b,11h52m13.69s,+02d35m39.3s,367.72,8.2,8.36802,0.00019,,,0.429,0.037,16,3
K2-150 b,01h13m22.60s,+08d59m15.1s,102.78,0.79,10.59357,0.00084,,,0.178,0.024,16,3
K2-151 b,01h17m13.09s,+09d30m05.0s,69.62,0.15,3.835476,0.000266,,,0.133,0.007,16,3
K2-152 b,12h06m31.87s,-05d49m38.7s,108.79,0.41,32.6479,0.01141,,,0.204,0.022,16,3
K2-153 b,12h15m14.21s,+02d01m15.4s,143.71,0.91,7.51574,0.00205,,,0.178,0.019,16,3
K2-154 b,12h36m00.36s,-02d40m10.1s,129.84,0.45,3.67626,0.0003,,,0.178,0.019,16,3
K2-154 c,12h36m00.36s,-02d40m10.1s,129.84,0.45,7.95486,0.00084,,,0.185,0.016,16,3
K2-155 b,04h21m52.49s,+21d21m13.0s,72.95,0.28,6.342,0.002,,,0.161,0.018,16,3
K2-155 c,04h21m52.49s,+21d21m13.0s,72.95,0.28,13.85,0.006,,,0.232,0.062,16,3
K2-155 d,04h21m52.49s,+21d21m13.0s,72.95,0.28,40.718,0.005,,,0.17,0.062,16,3
K2-156 b,12h10m48.04s,-06d17m39.1s,150.85,1.08,0.81314,0.00007,,,0.103,0.009,16,3
K2-157 b,12h15m00.32s,-05d46m55.2s,300.88,4.56,0.365257,0.000029,,,0.094,0.013,16,3
K2-158 b,11h59m45.60s,-05d43m18.2s,198.4,2.05,10.06049,0.00134,,,0.236,0.014,16,3
K2-158 c,11h59m45.60s,-05d43m18.2s,198.4,2.05,5.90279,0.00191,,,0.114,0.012,16,3
K2-159 b,12h02m09.81s,-03d34m50.6s,171.83,1.42,12.42205,0.0018,,,0.202,0.015,16,3
K2-15 b,11h52m26.59s,+04d15m17.1s,501.03,9.26,11.8104,0.00204,,,0.221,0.027,16,3
K2-160 b,12h16m13.10s,-03d33m11.1s,318.19,4.5,3.705871,0.000074,,,0.284,0.019,16,3
K2-161 b,12h15m10.52s,-03d29m44.2s,941.09,47.72,9.283188,0.002052,,,0.546,0.146,16,3
K2-162 b,12h24m09.28s,-01d06m40.9s,124.88,0.61,9.45889,0.00104,,,0.128,0.01,16,3
K2-163 b,12h09m19.04s,-00d32m20.6s,209.67,4.18,6.673117,0.000316,,,0.22,0.023,16,3
K2-164 b,11h27m44.08s,-00d03m46.2s,379.64,7.66,17.355066,0.004097,,,0.29,0.046,16,3
K2-165 b,12h19m36.08s,+00d58m06.2s,135.1,1.19,2.354992,0.000246,,,0.114,0.013,16,3
K2-165 c,12h19m36.08s,+00d58m06.2s,135.1,1.19,4.382745,0.000514,,,0.139,0.019,16,3
K2-165 d,12h19m36.08s,+00d58m06.2s,135.1,1.19,14.101361,0.001146,,,0.236,0.023,16,3
K2-166 b,12h20m45.19s,+02d16m56.8s,483.38,9.69,8.52695,0.00362,,,0.195,0.018,16,3
K2-167 b,22h26m18.19s,-18d00m40.2s,81.08,0.47,9.977481,0.001039,,,0.252,0.046,16,3
K2-168 b,22h12m26.37s,-16d20m30.3s,245.56,4.19,15.8523,0.0025,,,0.166,0.021,16,3
K2-169 b,22h28m10.63s,-14d35m57.8s,237.35,4.63,6.380803,0.000778,,,0.114,0.01,16,3
K2-16 b,11h40m23.34s,+04d33m26.4s,338.19,4.23,7.6188,0.00087,,,0.18,0.021,16,3
K2-16 c,11h40m23.34s,+04d33m26.4s,338.19,4.23,19.07863,0.00327,,,0.227,0.1,16,3
K2-170 b,22h21m48.17s,-14d35m35.8s,397.26,6.49,7.576544,0.001841,,,0.127,0.018,16,3
K2-170 c,22h21m48.17s,-14d35m35.8s,397.26,6.49,12.400047,0.001735,,,0.161,0.022,16,3
K2-171 b,22h09m21.80s,-13d25m43.9s,616.41,18.68,5.628466,0.001731,,,0.24,0.036,16,3
K2-172 b,22h21m14.01s,-12d33m24.8s,251.51,2.93,14.316941,0.001445,,,0.149,0.014,16,3
K2-172 c,22h21m14.01s,-12d33m24.8s,251.51,2.93,29.62682,0.001555,,,0.286,0.017,16,3
K2-173 b,04h01m29.99s,+15d37m30.1s,230.14,1.95,5.868699,0.000446,,,0.143,0.014,16,3
K2-174 b,04h03m10.28s,+16d20m50.8s,100.22,0.36,19.562307,0.000078,,,0.232,0.009,16,3
K2-175 b,03h30m00.86s,+17d35m03.1s,249.01,2.79,9.525988,0.001241,,,0.182,0.032,16,3
K2-176 b,03h53m04.60s,+17d54m25.5s,249.01,3.65,5.329439,0.00061,,,0.133,0.011,16,3
K2-177 b,03h40m55.10s,+20d44m09.9s,499.02,12.81,14.155185,0.00315,,,0.189,0.025,16,3
K2-178 b,03h31m33.33s,+22d26m05.5s,216.08,1.83,8.747818,0.000363,,,0.317,0.018,16,3
K2-179 b,03h55m11.26s,+23d45m24.5s,191.84,2.11,5.172191,0.000201,,,0.224,0.015,16,3
K2-17 b,11h53m19.15s,+06d24m44.1s,125.56,0.66,17.96753,0.00152,,,0.199,0.018,16,3
K2-180 b,08h25m51.34s,+10d14m49.1s,205.09,1.73,8.867209,0.001068,,,0.206,0.014,16,3
K2-181 b,08h30m12.97s,+10d54m37.1s,364.64,5.34,6.894256,0.000704,,,0.253,0.018,16,3
K2-182 b,08h40m43.28s,+10d58m58.6s,155.51,1.25,4.736837,0.000079,,,0.246,0.006,16,3
K2-183 b,08h20m01.72s,+14d01m10.1s,332.14,4.29,0.469269,0.000026,,,0.232,2.276,16,3
K2-183 c,08h20m01.72s,+14d01m10.1s,332.14,4.29,10.792635,0.001175,,,0.256,0.019,16,3
K2-183 d,08h20m01.72s,+14d01m10.1s,332.14,4.29,22.631964,0.004371,,,0.255,0.024,16,3
K2-184 b,08h36m33.63s,+14d27m43.0s,75.75,0.33,16.995731,0.001288,,,0.138,0.008,16,3
K2-185 b,08h41m02.32s,+14d41m25.2s,270.41,3.28,10.616646,0.001632,,,0.117,0.02,16,3
K2-186 b,09h01m20.39s,+18d49m31.6s,333.84,5.42,41.474219,0.003288,,,0.283,0.024,16,3
K2-187 b,08h50m05.67s,+23d11m33.4s,334.01,5.69,0.77392,0.000095,,,0.116,0.012,16,3
K2-187 c,08h50m05.67s,+23d11m33.4s,334.01,5.69,2.872042,0.000424,,,0.161,0.012,16,3
K2-187 d,08h50m05.67s,+23d11m33.4s,334.01,5.69,7.14921,0.000776,,,0.283,0.016,16,3
K2-187 e,08h50m05.67s,+23d11m33.4s,334.01,5.69,13.609878,0.003478,,,0.212,0.016,16,3
K2-188 b,08h39m15.27s,+23d21m26.9s,452.54,8.7,1.742169,0.000457,,,0.12,0.01,16,3
K2-188 c,08h39m15.27s,+23d21m26.9s,452.54,8.7,7.810253,0.000846,,,0.252,0.013,16,3
K2-189 b,13h34m29.11s,-15d02m10.9s,243.8,1.94,2.588309,0.000221,,,0.136,0.008,16,3
K2-189 c,13h34m29.11s,-15d02m10.9s,243.8,1.94,6.679195,0.000383,,,0.223,0.011,16,3
K2-18 b,11h30m14.51s,+07d35m18.2s,38.07,0.08,32.939623,0.000095,0.02807,0.00535,0.211,0.02,16,3
K2-18 c,11h30m14.51s,+07d35m18.2s,38.07,0.08,8.962,0.008,0.02363,0.00418,,,17,0
K2-190 b,13h41m27.24s,-13d09m39.2s,161.42,1.14,10.098858,0.000619,,,0.121,0.016,16,3
K2-190 c,13h41m27.24s,-13d09m39.2s,161.42,1.14,21.574023,0.00573,,,0.098,0.014,16,3
K2-191 b,13h26m33.40s,-12d48m23.6s,289.57,2.39,2.858646,0.000172,,,0.141,0.024,16,3
K2-192 b,13h46m19.75s,-11d33m22.5s,223.16,1.81,4.162817,0.000432,,,0.136,0.012,16,3
K2-193 b,13h40m56.89s,-11d00m33.5s,416.86,3.67,14.786889,0.000803,,,0.352,0.011,16,3
K2-194 b,13h38m26.14s,-08d55m37.7s,640.65,18.58,39.721386,0.005704,,,0.325,0.055,16,3
K2-195 b,13h19m19.56s,-08d30m34.1s,317.84,4.19,15.852975,0.001201,,,0.279,0.011,16,3
K2-195 c,13h19m19.56s,-08d30m34.1s,317.84,4.19,28.482786,0.006439,,,0.23,0.024,16,3
K2-196 b,13h21m49.52s,-08d28m18.2s,594.09,22.29,48.324222,0.008457,,,0.321,0.054,16,3
K2-197 b,13h29m34.48s,-07d22m26.4s,249.39,2.39,8.357881,0.00071,,,0.228,0.014,16,3
K2-198 b,13h15m22.51s,-06d27m53.6s,110.91,0.87,17.0428683,0.0000071,,,0.374,0.02,16,3
K2-198 c,13h15m22.51s,-06d27m53.6s,110.91,0.87,3.3596055,0.000004,,,0.127,0.007,16,3
K2-198 d,13h15m22.51s,-06d27m53.6s,110.91,0.87,7.4500177,0.0000052,,,0.218,0.012,16,3
K2-199 b,13h55m36.41s,-06d08m10.1s,107.85,0.6,3.225338,0.000195,,,0.167,0.012,16,3
K2-199 c,13h55m36.41s,-06d08m10.1s,107.85,0.6,7.374694,0.000306,,,0.248,0.012,16,3
K2-19 b,11h39m50.47s,+00d36m12.9s,292.14,5.62,7.9194,0.00005,,,0.691,0.035,16,3
K2-19 c,11h39m50.47s,+00d36m12.9s,292.14,5.62,11.90715,0.0015,,,0.434,0.055,16,3
K2-19 d,11h39m50.47s,+00d36m12.9s,292.14,5.62,2.50856,0.00041,,,0.102,0.012,16,3
K2-200 b,13h29m00.38s,-04d36m36.8s,185.09,1.86,2.849883,0.000188,,,0.122,0.013,16,3
K2-201 b,19h34m14.58s,-23d07m51.7s,199.05,1.67,1.05979,0.000043,,,0.125,0.012,16,3
K2-201 c,19h34m14.58s,-23d07m51.7s,199.05,1.67,22.779878,0.001957,,,0.293,0.036,16,3
K2-202 b,18h53m03.43s,-22d24m25.3s,302.99,2.65,3.405164,0.000126,,,0.205,0.016,16,3
K2-203 b,00h51m05.70s,-01d11m45.2s,166.93,1.56,9.695101,0.001285,,,0.122,0.025,16,3
K2-204 b,01h09m31.81s,-00d31m03.4s,586.87,17.76,7.055784,0.00065,,,0.272,0.039,16,3
K2-205 b,01h00m52.20s,+00d25m33.6s,409.95,9.1,26.672263,0.00416,,,0.178,0.024,16,3
K2-206 b,00h45m01.52s,+00d35m35.7s,246.14,3.1,18.294549,0.001728,,,0.249,0.02,16,3
K2-207 b,00h46m47.93s,+00d38m26.9s,366.84,5.62,12.48749,0.001208,,,0.232,0.033,16,3
K2-208 b,01h23m06.98s,+00d53m21.0s,258.76,3.2,4.190948,0.00023,,,0.15,0.015,16,3
K2-209 b,00h58m45.76s,+01d23m01.7s,76.67,0.3,2.080615,0.000134,,,0.077,0.009,16,3
