Kepler-1375 b,19h45m10.45s,+43d24m11.8s,1491.88,35,3.3004192,0.00001505,,,0.155,0.061,10,3
Kepler-1376 b,19h07m50.02s,+42d32m29.0s,890.22,15.38,5.30880656,0.00004525,,,0.094,0.019,10,3
Kepler-1377 b,19h16m46.91s,+46d39m06.1s,1183.89,54.94,0.74092842,0.00000185,,,0.112,0.008,10,3
Kepler-1378 b,19h49m29.60s,+40d21m59.0s,513.44,12.61,11.95398936,0.0000799,,,0.196,0.063,10,3
Kepler-1379 b,19h34m40.91s,+41d24m36.9s,996.7,45.74,0.88184115,0.00000313,,,0.116,0.011,10,3
Kepler-137 b,18h48m32.53s,+43d02m20.8s,305.65,1.86,8.436387,0.000018,,,0.131,0.01,10,3
Kepler-137 c,18h48m32.53s,+43d02m20.8s,305.65,1.86,18.735753,0.000035,,,0.168,0.012,10,3
Kepler-1380 b,19h12m27.85s,+42d26m25.5s,2664.1,206.75,10.3108245,0.0001042,,,0.128,0.023,10,3
Kepler-1381 b,19h10m08.58s,+48d43m40.0s,1239.4,40.4,25.3842686,0.0001757,,,0.201,0.026,10,3
Kepler-1382 b,19h41m30.57s,+39d02m52.9s,752.43,30.28,16.3583055,0.0001024,,,0.168,0.035,10,3
Kepler-1383 b,19h51m46.75s,+42d11m30.8s,1057.93,24.57,13.9093583,0.0001552,,,0.126,0.056,10,3
Kepler-1384 b,19h44m51.64s,+39d31m37.4s,,,15.36262753,0.00008765,,,0.173,0.038,10,3
Kepler-1385 b,18h50m31.53s,+46d28m52.0s,702.41,16.1,2.88879862,0.00001881,,,0.076,0.018,10,3
Kepler-1386 b,18h43m17.61s,+42d38m09.8s,856.45,12.96,6.73972381,0.00007022,,,0.111,0.034,10,3
Kepler-1387 b,19h29m45.70s,+43d12m34.0s,461.39,4.3,2.27952666,0.00000885,,,0.083,0.004,10,3
Kepler-1388 b,18h53m20.65s,+47d10m28.3s,459.67,7.62,12.2854603,0.00008795,,,0.231,0.012,10,3
Kepler-1388 c,18h53m20.65s,+47d10m28.3s,459.67,7.62,5.53608151,0.0000288,,,0.202,0.012,10,3
Kepler-1388 d,18h53m20.65s,+47d10m28.3s,459.67,7.62,20.9568158,0.0001713,,,0.255,0.011,10,3
Kepler-1388 e,18h53m20.65s,+47d10m28.3s,459.67,7.62,37.6327084,0.0007269,,,0.219,0.012,10,3
Kepler-1389 b,19h02m52.18s,+44d45m30.3s,504.3,4.8,99.2530951,0.0008711,,,0.158,0.004,10,3
Kepler-138 b,19h21m31.57s,+43d17m34.7s,66.99,0.11,10.3126,0.0004,0.00021,0.00019,0.047,0.003,10,3
Kepler-138 c,19h21m31.57s,+43d17m34.7s,66.99,0.11,13.7813,0.0001,0.0062,0.00602,0.107,0.006,10,3
Kepler-138 d,19h21m31.57s,+43d17m34.7s,66.99,0.11,23.0881,0.0009,0.00201,0.00212,0.108,0.007,10,3
Kepler-1390 b,19h54m38.96s,+48d14m55.6s,738.7,10.91,6.48021673,0.0000463,,,0.105,0.022,10,3
Kepler-1391 b,19h39m19.45s,+46d39m34.5s,1070.25,18.5,54.4092333,0.0005236,,,0.15,0.023,10,3
Kepler-1392 b,19h15m04.07s,+46d23m39.9s,4872.74,3887.12,15.1410397,0.0001135,,,0.175,0.02,10,3
Kepler-1393 b,18h57m50.27s,+40d08m33.2s,637.7,76.68,2.44357812,0.00001231,,,0.071,0.004,10,3
Kepler-1394 b,18h53m48.77s,+45d05m02.9s,652.4,8.37,3.93766373,0.00003657,,,0.124,0.018,10,3
Kepler-1395 b,19h29m21.01s,+47d39m51.1s,499.89,7.14,3.78470649,0.0000272,,,0.071,0.008,10,3
Kepler-1396 b,19h37m20.75s,+44d55m05.9s,1100,22.33,18.2206421,0.0001376,,,0.185,0.07,10,3
Kepler-1397 b,19h58m42.21s,+47d04m33.0s,1240.73,25.86,47.449955,0.000752,,,0.153,0.017,10,3
Kepler-1398 b,19h39m27.88s,+48d38m20.3s,873.64,11.06,2.78815679,0.00002021,,,0.08,0.025,10,3
Kepler-1398 c,19h39m27.88s,+48d38m20.3s,873.64,11.06,4.13827595,0.00002616,,,0.092,0.033,10,3
Kepler-1399 b,19h33m14.80s,+46d02m30.2s,1441.87,62.45,1.63865306,0.00000895,,,0.112,0.02,10,3
Kepler-139 b,18h49m34.07s,+43d53m21.7s,395.45,4.26,15.771044,0.000037,,,0.262,0.051,10,3
Kepler-139 c,18h49m34.07s,+43d53m21.7s,395.45,4.26,157.072878,0.00172,,,0.302,0.062,10,3
Kepler-1400 b,19h05m05.20s,+45d26m26.9s,768.57,17.86,9.06689421,0.00006982,,,0.145,0.01,10,3
Kepler-1401 b,19h09m51.85s,+40d45m30.4s,,,11.20066445,0.00008804,,,0.15,0.033,10,3
Kepler-1402 b,19h27m23.48s,+48d58m05.3s,1560.94,42.62,2.03387914,0.00001415,,,0.068,0.007,10,3
Kepler-1403 b,19h23m28.25s,+38d57m36.4s,2305.95,164.76,5.19492202,0.00002801,,,0.191,0.048,10,3
Kepler-1404 b,19h44m02.26s,+50d29m54.2s,987.88,42.59,15.9314739,0.0001133,,,0.179,0.012,10,3
Kepler-1405 b,19h42m44.36s,+39d15m22.1s,1595.29,88.05,28.2274184,0.0001392,,,0.353,0.079,10,3
Kepler-1406 b,19h28m19.65s,+38d54m54.1s,1243.79,247.19,11.62905828,0.00006904,,,0.098,0.016,10,3
Kepler-1407 b,18h55m46.18s,+41d28m17.8s,1454.62,52.93,20.0711504,0.0005453,,,0.201,0.047,10,3
Kepler-1408 b,18h50m47.99s,+45d25m32.8s,543.38,6.49,2.99793191,0.00002517,,,0.079,6.148,10,3
Kepler-1409 b,19h20m20.35s,+51d12m31.0s,709.02,10.13,0.76486493,0.0000024,,,0.093,0.007,10,3
Kepler-140 b,19h09m28.67s,+46d46m05.6s,593.8,7.2,3.25427,0.000008,,,0.144,0.028,10,3
Kepler-140 c,19h09m28.67s,+46d46m05.6s,593.8,7.2,91.353282,0.00137,,,0.161,0.031,10,3
Kepler-1410 b,19h22m02.45s,+38d44m36.8s,,,60.866168,0.0005161,,,0.159,0.011,10,3
Kepler-1411 b,19h05m26.78s,+42d57m50.1s,1744.25,96.52,86.1150888,0.0009728,,,0.252,0.038,10,3
Kepler-1412 b,19h28m43.23s,+49d12m08.9s,772.49,9.09,3.6146051,0.00002139,,,0.074,0.013,10,3
Kepler-1413 b,19h37m22.00s,+46d29m55.6s,1204.75,68.23,13.1829642,0.0001082,,,0.162,0.014,10,3
Kepler-1414 b,18h59m42.86s,+42d25m20.3s,580.32,7.45,3.51576315,0.00001186,,,0.11,0.008,10,3
Kepler-1415 b,19h00m37.66s,+47d52m24.0s,1075.01,41.2,0.63642408,0.0000016,,,0.115,0.011,10,3
Kepler-1416 b,19h54m39.23s,+43d53m38.7s,976.02,17.73,1.49514952,0.00001069,,,0.079,0.029,10,3
Kepler-1417 b,19h23m47.97s,+40d36m18.8s,1020.88,17.62,20.3505213,0.0003037,,,0.089,0.018,10,3
Kepler-1418 b,18h51m59.39s,+41d40m42.8s,,,22.4764425,0.0001747,,,0.148,0.007,10,3
Kepler-1419 b,19h29m01.11s,+37d58m17.1s,1562.01,84.56,42.5215895,0.0005032,,,0.255,0.059,10,3
Kepler-141 b,19h51m53.02s,+47d43m54.0s,303.83,1.32,3.107675,0.000022,,,0.062,0.004,10,3
Kepler-141 c,19h51m53.02s,+47d43m54.0s,303.83,1.32,7.010606,0.00002,,,0.126,0.008,10,3
Kepler-1420 b,19h44m48.91s,+42d46m40.2s,1084.09,53.05,6.69960006,0.000045,,,0.114,0.012,10,3
Kepler-1421 b,19h06m19.34s,+48d32m39.1s,801.38,13.63,6.9131112,0.00014,,,0.083,0.018,10,3
Kepler-1422 b,19h35m33.64s,+48d20m10.0s,2664.73,234.6,18.6051942,0.0003246,,,0.18,0.037,10,3
Kepler-1423 b,19h12m58.51s,+41d06m36.3s,,,23.955378,0.0001729,,,0.095,0.008,10,3
Kepler-1424 b,19h23m58.00s,+40d13m45.6s,828.35,77.46,29.6091744,0.0003002,,,0.103,0.014,10,3
Kepler-1425 b,19h39m48.25s,+43d00m44.8s,885.85,11.81,14.4541302,0.0001621,,,0.084,0.017,10,3
Kepler-1426 b,19h30m10.98s,+49d25m01.1s,653.39,115.53,14.2563227,0.000194,,,0.139,0.029,10,3
Kepler-1427 b,19h41m23.92s,+45d06m52.4s,,,0.96897238,0.00000677,,,0.098,0.021,10,3
Kepler-1428 b,19h50m34.14s,+49d35m41.9s,1600.61,41.44,10.67607169,0.00006093,,,0.146,0.012,10,3
Kepler-1429 b,19h01m27.90s,+49d02m41.5s,1258.02,31.23,4.48487493,0.00004558,,,0.115,0.031,10,3
Kepler-142 b,19h40m28.54s,+48d28m52.6s,557.51,4.2,2.024152,0.000003,,,0.178,0.035,10,3
Kepler-142 c,19h40m28.54s,+48d28m52.6s,557.51,4.2,4.761702,0.000005,,,0.255,0.049,10,3
Kepler-142 d,19h40m28.54s,+48d28m52.6s,557.51,4.2,41.809118,0.000562,,,0.193,0.042,10,3
Kepler-1430 b,19h18m47.40s,+43d22m19.5s,483.19,40.51,2.46050993,0.00001273,,,0.105,0.008,10,3
Kepler-1431 b,19h30m38.01s,+49d51m54.7s,1703.02,67.1,5.86601526,0.00004724,,,0.131,0.037,10,3
Kepler-1432 b,19h42m05.80s,+49d49m46.4s,2318.86,160.22,23.9109011,0.0002703,,,0.198,0.062,10,3
Kepler-1433 b,19h09m27.19s,+49d27m24.8s,,,4.13592271,0.00002888,,,0.139,0.04,10,3
Kepler-1434 b,19h42m09.21s,+51d12m10.6s,793.04,14.97,8.05333618,0.00008907,,,0.099,0.019,10,3
Kepler-1435 b,19h24m41.59s,+44d55m16.1s,718.73,9.62,4.45343281,0.00003591,,,0.077,0.011,10,3
Kepler-1436 b,19h50m50.78s,+46d46m04.9s,2728.9,152.78,9.705716,0.0001638,,,0.117,0.031,10,3
Kepler-1437 b,19h27m27.58s,+49d19m33.3s,2252.62,290.31,10.9295461,0.0001172,,,0.122,0.015,10,3
Kepler-1438 b,19h17m09.55s,+40d40m54.0s,1191.44,63.02,2.31942009,0.00001702,,,0.084,0.017,10,3
Kepler-1439 b,19h02m57.55s,+40d58m48.1s,226.83,2.51,8.07392849,0.00004784,,,0.13,0.012,10,3
Kepler-143 b,19h52m16.25s,+49d24m45.4s,828.71,11.66,16.007583,0.000093,,,0.215,0.054,10,3
Kepler-143 c,19h52m16.25s,+49d24m45.4s,828.71,11.66,27.082511,0.000169,,,0.301,0.075,10,3
Kepler-1440 b,19h01m23.27s,+48d18m44.1s,1152.29,25.24,39.859484,0.001034,,,0.112,0.021,10,3
Kepler-1441 b,19h34m52.59s,+43d07m28.5s,1146.87,23.86,39.4419839,0.0005327,,,0.117,0.02,10,3
Kepler-1442 b,19h25m01.34s,+48d50m49.1s,619.43,9.56,81.4162941,0.0002026,,,0.351,0.037,10,3
Kepler-1443 b,18h53m44.58s,+47d04m00.7s,603.06,21.69,2.41811321,0.00001443,,,0.087,0.02,10,3
Kepler-1444 b,19h01m19.35s,+42d02m25.6s,322.64,2.15,33.42035034,0.00009305,,,0.194,0.037,10,3
Kepler-1445 b,18h40m59.87s,+43d54m54.2s,513.78,6.76,10.60052251,0.00009265,,,0.086,0.018,10,3
Kepler-1446 b,19h17m41.75s,+46d43m34.2s,152.74,0.67,0.68996783,0.0000005,,,0.073,0.004,10,3
Kepler-1447 b,19h18m34.43s,+50d43m37.5s,913.59,17.78,56.6747285,0.0003978,,,0.259,0.045,10,3
Kepler-1448 b,19h11m28.17s,+50d35m44.1s,786.29,10.62,12.27065865,0.00005885,,,0.144,0.019,10,3
Kepler-1449 b,19h12m55.62s,+50d34m04.4s,2132.32,92.42,13.2274528,0.0001447,,,0.15,0.033,10,3
Kepler-144 b,18h47m39.76s,+42d46m31.8s,389.22,3.28,5.885273,0.00002,,,0.119,0.023,10,3
Kepler-144 c,18h47m39.76s,+42d46m31.8s,389.22,3.28,10.104665,0.000043,,,0.12,0.023,10,3
Kepler-1450 b,19h38m12.92s,+45d04m53.0s,513.18,7.57,54.5094166,0.000527,,,0.153,0.012,10,3
Kepler-1451 b,19h33m47.14s,+40d24m35.6s,1091.1,31.23,35.622233,0.0002098,,,0.299,0.055,10,3
Kepler-1452 b,19h29m41.48s,+38d15m58.8s,1025.61,16.57,42.913751,0.0003689,,,0.241,0.035,10,3
Kepler-1453 b,19h04m30.13s,+47d56m51.4s,1238.22,43.21,47.1611696,0.0004176,,,0.238,0.039,10,3
Kepler-1454 b,18h56m53.60s,+48d49m54.4s,798.35,15.24,47.0319479,0.0006695,,,0.168,0.017,10,3
Kepler-1455 b,19h36m19.93s,+50d30m10.0s,361.24,5.35,49.276764,0.0003737,,,0.193,0.013,10,3
Kepler-1456 b,19h07m46.88s,+43d49m22.0s,374.26,4.1,18.1373829,0.0001854,,,0.102,0.008,10,3
Kepler-1457 b,18h55m04.94s,+42d01m38.1s,913.3,12.15,51.1110243,0.0003738,,,0.178,0.028,10,3
Kepler-1458 b,18h52m50.79s,+41d02m17.0s,553.12,4.97,47.9872764,0.0001776,,,0.246,0.037,10,3
Kepler-1459 b,18h49m41.53s,+46d00m50.5s,461.52,4.38,62.8691611,0.0009586,,,0.121,0.009,10,3
Kepler-145 b,19h25m33.06s,+44d31m44.8s,576.15,8.47,22.951,,0.117,0.036,0.236,0.007,10,3
Kepler-145 c,19h25m33.06s,+44d31m44.8s,576.15,8.47,42.882,,0.25,0.052,0.385,0.011,10,3
Kepler-1460 b,19h02m13.87s,+44d00m38.8s,562,10,29.9633247,0.0002186,,,0.175,0.012,10,3
Kepler-1461 b,19h03m19.31s,+43d11m54.2s,692.4,14.29,29.3494775,0.0001832,,,0.181,0.008,10,3
Kepler-1462 b,19h45m35.41s,+42d23m48.9s,1045.49,49.45,65.6488341,0.0006621,,,0.341,0.073,10,3
Kepler-1463 b,19h37m56.95s,+42d00m24.9s,1769.41,98.64,25.15864,0.0005123,,,0.166,0.029,10,3
Kepler-1464 b,19h08m56.56s,+38d45m15.0s,1191.23,22.43,31.7785901,0.0002734,,,0.148,0.026,10,3
Kepler-1464 c,19h08m56.56s,+38d45m15.0s,1191.23,22.43,5.32786292,0.00005389,,,0.089,0.02,10,3
Kepler-1465 b,19h19m16.64s,+51d54m17.5s,362.82,10.42,31.8277111,0.0001219,,,0.158,0.031,10,3
Kepler-1466 b,19h19m19.49s,+44d36m35.5s,643.67,6.36,31.1750448,0.0002157,,,0.138,0.024,10,3
Kepler-1467 b,19h40m11.65s,+45d20m33.7s,873.78,22.12,47.0569043,0.0001835,,,0.294,0.028,10,3
Kepler-1468 b,19h34m04.76s,+41d16m38.7s,2006.55,99.36,8.23984869,0.00003988,,,0.154,0.037,10,3
Kepler-1468 c,19h34m04.76s,+41d16m38.7s,2006.55,99.36,3.54553021,0.00002273,,,0.103,0.022,10,3
Kepler-1469 b,19h35m17.13s,+39d23m28.9s,1196.85,50.44,21.8635301,0.0001219,,,0.25,0.033,10,3
Kepler-146 b,19h36m26.58s,+38d42m36.8s,731.81,9.66,31.158799,0.000079,,,0.331,0.062,10,3
Kepler-146 c,19h36m26.58s,+38d42m36.8s,731.81,9.66,76.732171,0.000609,,,0.279,0.053,10,3
Kepler-1470 b,19h14m46.80s,+39d52m59.5s,600.72,8.75,16.2950903,0.0001916,,,0.095,0.008,10,3
Kepler-1471 b,19h18m39.57s,+50d01m12.2s,1006.67,27.83,3.63899398,0.00002002,,,0.126,0.018,10,3
Kepler-1472 b,19h39m24.64s,+49d03m26.9s,1544.59,49.31,38.1312831,0.0005755,,,0.17,0.068,10,3
Kepler-1473 b,19h22m32.78s,+48d59m45.9s,664.75,6.48,14.4273551,0.00008414,,,0.106,0.008,10,3
Kepler-1474 b,19h38m46.57s,+45d52m00.6s,1220.76,49.69,36.4333452,0.0003218,,,0.193,0.039,10,3
Kepler-1475 b,19h43m47.59s,+44d45m11.2s,1638.99,87.18,82.177374,0.00115,,,0.261,0.088,10,3
Kepler-1476 b,18h58m07.70s,+43d59m23.8s,1032.1,29.32,10.35863224,0.00005885,,,0.149,0.033,10,3
Kepler-1477 b,18h45m11.65s,+42d41m08.7s,694.42,8.32,11.55530021,0.00008098,,,0.105,0.008,10,3
Kepler-1478 b,19h32m39.62s,+41d44m46.4s,1946.73,99.28,26.0840594,0.0005121,,,0.154,0.042,10,3
Kepler-1479 b,19h02m50.86s,+49d42m24.0s,744.28,9.17,14.53261362,0.00004429,,,0.163,0.027,10,3
Kepler-147 b,19h11m54.18s,+39d05m13.9s,1073.89,27.36,12.610584,0.000228,,,0.136,0.028,10,3
Kepler-147 c,19h11m54.18s,+39d05m13.9s,1073.89,27.36,33.416423,0.000416,,,0.217,0.044,10,3
Kepler-1480 b,19h27m59.95s,+49d18m06.5s,508.21,5.03,22.12679948,0.00009372,,,0.149,0.01,10,3
Kepler-1481 b,19h17m45.35s,+49d43m52.4s,465.2,4.67,5.94220998,0.00002335,,,0.11,0.007,10,3
Kepler-1482 b,19h01m15.31s,+48d43m30.9s,576.76,11.52,12.25383217,0.00008407,,,0.09,0.009,10,3
Kepler-1483 b,19h41m38.35s,+42d09m03.0s,1321.28,38.46,9.5085156,0.0001053,,,0.136,0.059,10,3
Kepler-1484 b,19h30m44.23s,+38d07m34.6s,3058.65,980.71,30.4549136,0.0003536,,,0.188,0.027,10,3
Kepler-1485 b,19h52m22.90s,+44d44m13.4s,626.74,6.56,19.9157725,0.0001284,,,0.131,0.021,10,3
Kepler-1486 b,19h22m21.69s,+45d26m23.0s,1864.45,95.45,54.6495759,0.0009825,,,0.207,0.052,10,3
Kepler-1487 b,19h41m59.55s,+38d38m40.2s,1044.83,19.49,7.31946363,0.00004683,,,0.19,0.076,10,3
Kepler-1488 b,19h06m35.14s,+49d56m16.0s,930.13,12.04,39.8189932,0.0002907,,,0.166,0.037,10,3
Kepler-1489 b,18h45m11.00s,+44d27m55.5s,1332.14,37.57,82.294751,0.001799,,,0.158,0.021,10,3
Kepler-148 b,19h19m08.69s,+46d51m31.6s,809.42,15.64,1.729366,0.000004,,,0.161,0.078,10,3
Kepler-148 c,19h19m08.69s,+46d51m31.6s,809.42,15.64,4.180043,0.000004,,,0.321,0.157,10,3
Kepler-148 d,19h19m08.69s,+46d51m31.6s,809.42,15.64,51.84688575,0.0000257,,,0.774,0.046,10,3
Kepler-1490 b,19h42m46.46s,+42d36m34.2s,884.2,22.96,92.4362973,0.0009042,,,0.271,0.033,10,3
Kepler-1491 b,19h34m31.14s,+45d44m26.3s,2196.07,130.83,16.5861762,0.0002214,,,0.135,0.031,10,3
Kepler-1492 b,19h14m23.30s,+41d02m11.1s,334.75,2.34,16.75255007,0.0000646,,,0.133,0.025,10,3
Kepler-1493 b,19h14m11.80s,+38d33m54.8s,525.91,15.33,15.0217983,0.0001075,,,0.126,0.024,10,3
Kepler-1494 b,18h50m37.78s,+43d09m45.1s,1334.72,37.9,91.080482,0.001769,,,0.274,0.041,10,3
Kepler-1495 b,19h04m31.38s,+38d46m46.7s,,,85.273256,0.001954,,,0.262,0.064,10,3
Kepler-1496 b,19h35m53.74s,+45d21m02.5s,1358.57,31.73,64.6588017,0.00078,,,0.198,0.081,10,3
Kepler-1497 b,19h44m47.07s,+45d38m03.6s,21448.65,72022.42,8.74199772,0.00008621,,,0.148,0.026,10,3
Kepler-1498 b,18h59m06.75s,+44d55m00.4s,954.18,103.6,48.051405,0.0009331,,,0.119,0.01,10,3
Kepler-1499 b,18h55m56.72s,+41d39m01.5s,312.67,1.58,44.2008,0.0006553,,,0.106,0.022,10,3
Kepler-149 b,19h03m24.88s,+38d23m02.8s,580.57,5.86,29.198943,0.000041,,,0.376,0.054,10,3
Kepler-149 c,19h03m24.88s,+38d23m02.8s,580.57,5.86,55.328328,0.001946,,,0.144,0.021,10,3
Kepler-149 d,19h03m24.88s,+38d23m02.8s,580.57,5.86,160.018032,0.001096,,,0.353,0.061,10,3
Kepler-14 b,19h10m50.12s,+47d19m59.0s,,,6.790123,0.0000043,8.4,0.35,1.136,0.073,10,3
Kepler-1500 b,19h15m32.00s,+39d44m40.5s,1261.68,35.28,15.0330105,0.0001612,,,0.107,0.02,10,3
Kepler-1501 b,19h19m40.44s,+42d00m05.2s,765.61,7.33,14.5564533,0.0001121,,,0.139,0.061,10,3
Kepler-1502 b,19h44m25.90s,+39d19m11.7s,1581.53,50.18,41.7083629,0.0003485,,,0.284,0.1,10,3
Kepler-1503 b,19h34m54.52s,+42d48m24.3s,1267.77,59.21,96.16987,0.00118,,,0.203,0.017,10,3
Kepler-1504 b,19h18m50.88s,+50d07m41.6s,2636.87,214.21,82.304003,0.001593,,,0.19,0.021,10,3
Kepler-1505 b,19h28m00.49s,+41d47m13.1s,502.14,8.37,30.8609366,0.0002252,,,0.083,0.004,10,3
Kepler-1506 b,19h20m35.97s,+41d27m52.5s,2543.82,174.35,14.0329154,0.0002811,,,0.118,0.017,10,3
Kepler-1507 b,19h14m14.77s,+46d32m09.8s,323.47,1.49,16.0506213,0.0001447,,,0.075,0.008,10,3
Kepler-1508 b,19h52m28.53s,+40d22m30.2s,1306.9,33.35,20.7056504,0.0005499,,,0.119,0.047,10,3
Kepler-1509 b,18h55m11.48s,+46d55m51.6s,2128.68,109.97,25.4338197,0.0003114,,,0.165,0.033,10,3
Kepler-150 b,19h12m56.18s,+40d31m15.3s,914.4,17.46,3.428054,0.000026,,,0.112,0.017,10,3
Kepler-150 c,19h12m56.18s,+40d31m15.3s,914.4,17.46,7.381998,0.00001,,,0.329,0.053,10,3
Kepler-150 d,19h12m56.18s,+40d31m15.3s,914.4,17.46,12.56093,0.000036,,,0.249,0.037,10,3
Kepler-150 e,19h12m56.18s,+40d31m15.3s,914.4,17.46,30.826557,0.000199,,,0.278,0.049,10,3
Kepler-150 f,19h12m56.18s,+40d31m15.3s,914.4,17.46,637.2093,0.0169,,,0.325,0.046,10,3
Kepler-1510 b,19h55m50.19s,+48d15m28.2s,1780.47,88.39,84.703921,0.001896,,,0.3,0.11,10,3
Kepler-1511 b,19h13m41.09s,+43d10m47.3s,1541.25,39.97,23.2382792,0.000222,,,0.15,0.062,10,3
Kepler-1512 b,19h17m05.88s,+44d28m12.9s,315.28,23.9,20.35972599,0.00005874,,,0.105,0.006,10,3
Kepler-1513 b,19h19m09.99s,+39d17m07.0s,352.79,2.58,160.8846509,0.00007718,,,0.755,0.123,10,3
Kepler-1514 b,19h30m30.59s,+37d51m36.5s,401.85,4.14,217.8317626,0.0001058,,,1.055,0.054,10,3
Kepler-1515 b,19h23m53.74s,+48d10m41.4s,547.78,6.68,214.3114164,0.0001275,,,0.852,0.069,10,3
Kepler-1516 b,19h25m58.70s,+44d31m24.6s,1413.79,45.49,7.25931979,0.00003612,,,0.156,0.044,10,3
Kepler-1517 b,19h11m13.73s,+43d11m19.6s,868.39,14.87,5.54608367,0.00000709,,,0.871,0.249,10,3
Kepler-1518 b,20h01m19.77s,+44d59m10.1s,927.58,12.52,5.11177904,0.00005083,,,0.272,0.082,10,3
Kepler-1519 b,19h46m40.30s,+49d27m42.7s,1503.43,48.09,240.7989397,0.0006117,,,0.63,0.072,10,3
Kepler-151 b,19h28m39.07s,+41d01m23.6s,662.19,9.82,15.228958,0.00003,,,0.273,0.136,10,3
Kepler-151 c,19h28m39.07s,+41d01m23.6s,662.19,9.82,24.674612,0.000106,,,0.186,0.093,10,3
Kepler-1520 b,19h23m51.89s,+51d30m17.0s,618.56,11.56,0.65355357,0.00000016,,,0.515,0.02,10,3
Kepler-1521 b,19h30m45.67s,+37d50m06.0s,208.22,1.12,47.14840805,0.00007919,,,0.223,0.008,10,3
Kepler-1522 b,19h19m22.37s,+52d04m12.6s,833.66,11.46,1.84788917,0.00000272,,,0.154,0.021,10,3
Kepler-1523 b,19h44m12.97s,+45d49m37.4s,887.36,18.65,0.93875077,0.00000116,,,0.141,0.024,10,3
Kepler-1524 b,19h35m32.50s,+39d31m11.3s,386,3.36,70.9674603,0.0001723,,,0.316,0.131,10,3
Kepler-1525 b,19h22m14.28s,+49d56m34.9s,387.25,3.13,2.41660118,0.00000528,,,0.081,0.005,10,3
Kepler-1526 b,19h00m28.73s,+38d51m59.1s,564.41,10.46,3.908632,0.0000074,,,0.217,0.008,10,3
Kepler-1527 b,19h49m39.46s,+46d03m38.9s,1941.65,108.51,160.129918,0.001742,,,0.426,0.174,10,3
Kepler-1528 b,19h09m36.71s,+46d34m26.3s,837.2,12.72,1.79111021,0.0000077,,,0.13,0.022,10,3
Kepler-1529 b,19h19m28.97s,+41d02m26.6s,673.68,11.34,5.33905686,0.00001277,,,0.187,0.013,10,3
Kepler-152 b,19h07m27.71s,+41d59m20.7s,446.77,3.19,18.207973,0.000023,,,0.249,0.015,10,3
Kepler-152 c,19h07m27.71s,+41d59m20.7s,446.77,3.19,88.255055,0.000309,,,0.213,0.014,10,3
Kepler-1530 b,19h12m39.00s,+48d09m54.6s,496.89,3.89,2.5904434,0.0001715,,,0.146,0.019,10,3
Kepler-1530 c,19h12m39.00s,+48d09m54.6s,496.89,3.89,5.3227406,0.0006331,,,0.147,0.021,10,3
Kepler-1531 b,19h00m35.18s,+39d22m14.9s,679.41,5.71,1.13854338,0.00000259,,,0.099,0.043,10,3
Kepler-1532 b,19h47m36.68s,+41d11m53.5s,816.72,15.21,1.09366356,0.00000216,,,0.12,0.016,10,3
Kepler-1533 b,19h43m54.13s,+44d42m48.4s,994.21,19.14,308.5471,0.002415,,,0.309,0.133,10,3
Kepler-1534 b,19h29m34.89s,+43d52m08.7s,,,5.71668872,0.00002925,,,0.169,0.02,10,3
Kepler-1535 b,19h06m27.29s,+38d53m31.1s,921.5,14.88,138.9442,0.001214,,,0.227,0.022,10,3
Kepler-1536 b,19h26m20.44s,+45d42m56.8s,391.56,4.72,364.758031,0.00582,,,0.28,0.032,10,3
Kepler-1537 b,19h37m32.50s,+43d49m31.7s,525.06,5.92,1.4444538,0.00000233,,,0.105,0.005,10,3
Kepler-1538 b,18h53m22.97s,+45d16m28.0s,1162.68,32.31,175.138819,0.002807,,,0.252,0.062,10,3
Kepler-1539 b,18h56m52.66s,+44d16m06.8s,764.52,16.85,133.3036741,0.0008843,,,0.241,0.017,10,3
Kepler-153 b,18h49m50.53s,+48d15m25.6s,465.53,3.48,18.870227,0.000039,,,0.261,0.157,10,3
Kepler-153 c,18h49m50.53s,+48d15m25.6s,465.53,3.48,46.90232,0.000215,,,0.226,0.136,10,3
Kepler-1540 b,18h53m22.68s,+41d12m06.3s,246.71,0.91,125.4131177,0.0004189,,,0.222,0.017,10,3
Kepler-1541 b,18h55m08.88s,+48d01m46.4s,421.77,2.58,8.40691199,0.00002698,,,0.103,0.009,10,3
Kepler-1542 b,19h02m54.84s,+42d39m16.3s,403.73,3.98,3.95116882,0.00001633,,,0.068,0.01,10,3
Kepler-1542 c,19h02m54.84s,+42d39m16.3s,403.73,3.98,2.89223021,0.00001472,,,0.058,0.008,10,3
Kepler-1542 d,19h02m54.84s,+42d39m16.3s,403.73,3.98,5.99273738,0.0000226,,,0.078,0.011,10,3
Kepler-1542 e,19h02m54.84s,+42d39m16.3s,403.73,3.98,5.10115756,0.00002409,,,0.068,0.009,10,3
Kepler-1543 b,19h48m29.83s,+47d02m13.3s,946.81,14.56,6.96710269,0.00003285,,,0.242,0.108,10,3
Kepler-1544 b,19h49m08.40s,+49d12m44.8s,338.36,1.68,168.811174,0.001271,,,0.159,0.008,10,3
Kepler-1545 b,19h55m35.70s,+47d27m47.1s,745.39,13.35,163.692349,0.001383,,,0.241,0.02,10,3
Kepler-1546 b,19h50m20.15s,+41d32m28.4s,956.98,23.46,19.5974971,0.0001407,,,0.279,0.052,10,3
